"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"05/24/2000","AQS","060690003","1","5.4","ug/m3 LC","30","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"05/27/2000","AQS","060690003","1","3","ug/m3 LC","17","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"05/31/2000","AQS","060690003","1","6.1","ug/m3 LC","34","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"06/03/2000","AQS","060690003","1","8.7","ug/m3 LC","48","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"06/07/2000","AQS","060690003","1","2.4","ug/m3 LC","13","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"06/10/2000","AQS","060690003","1","3.4","ug/m3 LC","19","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"06/14/2000","AQS","060690003","1","7.8","ug/m3 LC","43","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"06/17/2000","AQS","060690003","1","5.2","ug/m3 LC","29","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"06/21/2000","AQS","060690003","1","6.6","ug/m3 LC","37","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"06/24/2000","AQS","060690003","1","6.5","ug/m3 LC","36","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"06/28/2000","AQS","060690003","1","4","ug/m3 LC","22","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"07/01/2000","AQS","060690003","1","6.6","ug/m3 LC","37","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"07/05/2000","AQS","060690003","1","3.4","ug/m3 LC","19","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"07/08/2000","AQS","060690003","1","2.8","ug/m3 LC","16","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"07/15/2000","AQS","060690003","1","5.8","ug/m3 LC","32","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"07/19/2000","AQS","060690003","1","5.4","ug/m3 LC","30","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"07/22/2000","AQS","060690003","1","4.2","ug/m3 LC","23","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"07/26/2000","AQS","060690003","1","3.8","ug/m3 LC","21","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"07/29/2000","AQS","060690003","1","4.9","ug/m3 LC","27","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"08/02/2000","AQS","060690003","1","9.8","ug/m3 LC","52","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"08/05/2000","AQS","060690003","1","4.1","ug/m3 LC","23","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"08/09/2000","AQS","060690003","1","3.1","ug/m3 LC","17","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"08/12/2000","AQS","060690003","1","4.5","ug/m3 LC","25","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"08/16/2000","AQS","060690003","1","6","ug/m3 LC","33","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"08/19/2000","AQS","060690003","1","3.2","ug/m3 LC","18","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"08/23/2000","AQS","060690003","1","4.4","ug/m3 LC","24","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"08/26/2000","AQS","060690003","1","5.2","ug/m3 LC","29","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"09/06/2000","AQS","060690003","1","3.3","ug/m3 LC","18","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"09/09/2000","AQS","060690003","1","4.8","ug/m3 LC","27","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"09/12/2000","AQS","060690003","1","5.8","ug/m3 LC","32","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"09/15/2000","AQS","060690003","1","3.3","ug/m3 LC","18","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"09/18/2000","AQS","060690003","1","7.1","ug/m3 LC","39","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"09/21/2000","AQS","060690003","1","6.4","ug/m3 LC","36","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"09/24/2000","AQS","060690003","1","4.5","ug/m3 LC","25","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"09/27/2000","AQS","060690003","1","6","ug/m3 LC","33","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"09/30/2000","AQS","060690003","1","9.9","ug/m3 LC","52","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"10/03/2000","AQS","060690003","1","6.4","ug/m3 LC","36","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"10/06/2000","AQS","060690003","1","10.2","ug/m3 LC","53","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"10/09/2000","AQS","060690003","1","4.5","ug/m3 LC","25","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"10/12/2000","AQS","060690003","1","2.8","ug/m3 LC","16","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"10/15/2000","AQS","060690003","1","5.9","ug/m3 LC","33","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"10/18/2000","AQS","060690003","1","7.2","ug/m3 LC","40","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"10/21/2000","AQS","060690003","1","3.8","ug/m3 LC","21","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"10/24/2000","AQS","060690003","1","4.8","ug/m3 LC","27","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"10/27/2000","AQS","060690003","1","1.8","ug/m3 LC","10","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"10/30/2000","AQS","060690003","1","1.8","ug/m3 LC","10","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"11/02/2000","AQS","060690003","1","6","ug/m3 LC","33","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"11/05/2000","AQS","060690003","1","4.9","ug/m3 LC","27","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"11/08/2000","AQS","060690003","1","3.9","ug/m3 LC","22","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"11/11/2000","AQS","060690003","1","7.3","ug/m3 LC","41","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"11/23/2000","AQS","060690003","1","8.5","ug/m3 LC","47","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"11/26/2000","AQS","060690003","1","5.4","ug/m3 LC","30","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"11/29/2000","AQS","060690003","1","2.4","ug/m3 LC","13","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"12/02/2000","AQS","060690003","1","4.9","ug/m3 LC","27","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"12/05/2000","AQS","060690003","1","3.6","ug/m3 LC","20","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"12/08/2000","AQS","060690003","1","6.7","ug/m3 LC","37","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"12/11/2000","AQS","060690003","1","6.3","ug/m3 LC","35","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"12/14/2000","AQS","060690003","1","3.5","ug/m3 LC","19","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"12/17/2000","AQS","060690003","1","2.3","ug/m3 LC","13","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"12/20/2000","AQS","060690003","1","2.8","ug/m3 LC","16","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"12/23/2000","AQS","060690003","1","7","ug/m3 LC","39","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"12/26/2000","AQS","060690003","1","3.5","ug/m3 LC","19","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"12/29/2000","AQS","060690003","1","5.5","ug/m3 LC","31","Pinnacles NP - Southwest of East Entrance Station","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","41940","San Jose-Sunnyvale-Santa Clara, CA","06","California","069","San Benito","36.48324","-121.15688"
"01/01/2000","AQS","060710014","7","8","ug/m3 LC","44","Victorville-Amargosa Road","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","785","DICHOTOMOUS APPROVED PM10 REFR","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","34.512495973","-117.330879375"
"01/07/2000","AQS","060710014","7","11","ug/m3 LC","55","Victorville-Amargosa Road","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","785","DICHOTOMOUS APPROVED PM10 REFR","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","34.512495973","-117.330879375"
"01/13/2000","AQS","060710014","7","15","ug/m3 LC","62","Victorville-Amargosa Road","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","785","DICHOTOMOUS APPROVED PM10 REFR","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","34.512495973","-117.330879375"
"01/19/2000","AQS","060710014","7","6","ug/m3 LC","33","Victorville-Amargosa Road","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","785","DICHOTOMOUS APPROVED PM10 REFR","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","34.512495973","-117.330879375"
"01/25/2000","AQS","060710014","7","3","ug/m3 LC","17","Victorville-Amargosa Road","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","785","DICHOTOMOUS APPROVED PM10 REFR","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","34.512495973","-117.330879375"
"01/31/2000","AQS","060710014","7","6","ug/m3 LC","33","Victorville-Amargosa Road","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","785","DICHOTOMOUS APPROVED PM10 REFR","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","34.512495973","-117.330879375"
"01/07/2000","AQS","060710025","1","27.1","ug/m3 LC","85","Ontario Fire Station","1","100.0000","88101","PM2.5 - Local Conditions","120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","34.03723364","-117.690888554"
"01/10/2000","AQS","060710025","1","73.4","ug/m3 LC","164","Ontario Fire Station","1","100.0000","88101","PM2.5 - Local Conditions","120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","34.03723364","-117.690888554"
"01/13/2000","AQS","060710025","1","34.5","ug/m3 LC","98","Ontario Fire Station","1","100.0000","88101","PM2.5 - Local Conditions","120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","34.03723364","-117.690888554"
"01/16/2000","AQS","060710025","1","34","ug/m3 LC","97","Ontario Fire Station","1","100.0000","88101","PM2.5 - Local Conditions","120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","34.03723364","-117.690888554"
"01/19/2000","AQS","060710025","1","18.9","ug/m3 LC","69","Ontario Fire Station","1","100.0000","88101","PM2.5 - Local Conditions","120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","34.03723364","-117.690888554"
"01/22/2000","AQS","060710025","1","32","ug/m3 LC","94","Ontario Fire Station","1","100.0000","88101","PM2.5 - Local Conditions","120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","34.03723364","-117.690888554"
"01/25/2000","AQS","060710025","1","12.5","ug/m3 LC","57","Ontario Fire Station","1","100.0000","88101","PM2.5 - Local Conditions","120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","34.03723364","-117.690888554"
"01/28/2000","AQS","060710025","1","40.5","ug/m3 LC","113","Ontario Fire Station","1","100.0000","88101","PM2.5 - Local Conditions","120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","34.03723364","-117.690888554"
"01/31/2000","AQS","060710025","1","13","ug/m3 LC","58","Ontario Fire Station","1","100.0000","88101","PM2.5 - Local Conditions","120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","34.03723364","-117.690888554"
"02/03/2000","AQS","060710025","1","15.4","ug/m3 LC","63","Ontario Fire Station","1","100.0000","88101","PM2.5 - Local Conditions","120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","34.03723364","-117.690888554"
"02/06/2000","AQS","060710025","1","46.8","ug/m3 LC","129","Ontario Fire Station","1","100.0000","88101","PM2.5 - Local Conditions","120","Andersen RAAS2.5-300 PM2.5 SEQ w/WINS","40140","Riverside-San Bernardino-Ontario, CA","06","California","071","San Bernardino","34.03723364","-117.690888554"
